location_name,nm_mean,nm_moe,rt_mean,rt_moe
Ukraine,49078.333955659,20.27492229541243871985991236,106.451734527,20.27492229472663897588993409
High-income,368241.65303753,14.59917617960097342097992319,35.032486704,14.59917617850012361453150803
High-income Asia Pacific,86441.898518139,15.11089129553516889873816525,47.924481937,15.11089129668724542383858343
Brunei,42.474519894381,6.142819059450695635493936638,10.169585134,6.142819058155151906041384723
Japan,64427.937118524,12.28950909702169788385353490,50.809343940000005,12.28950909663635577023743139
South Korea,20370.120004627,13.48575205617172334468204544,41.349262943,13.48575206006998005740358508
Singapore,1601.3668750949,16.21188020385280043914813023,41.20314509,16.21188020245314318637628941
Australasia,1505.0698049044,2.812160697074400635430477237,5.341120641,2.812160696532409340996004174
Australia,777.42648545849,2.160235169584081758553564915,3.278985799,2.160235169186431122407466651
New Zealand,727.64331944592,3.597885937675892382206545268,16.279990641999998,3.597885937937366991811925785
Western Europe,165640.99014512,16.11843051714802175886123418,38.821892899,16.11843051402307883869919360
Andorra,20.618065182712,4.625848598958926588800194005,26.00612627,4.625848598809058047570660800
Austria,3573.0937581303,12.08882905497911099607529835,41.8541732,12.08882905653474696192980213
Belgium,5858.182232434,12.01932683035706628934189547,52.6342449,12.01932682867871851463481659
Cyprus,303.02134486347,12.07126439236190562909137180,34.378995719,12.07126439254646862493320438
Denmark,1632.0863792955,8.257879223301516304132521958,28.990865553,8.257879222741062820800614209
Finland,652.76039692537,4.594850048424629735856315170,11.942273521,4.594850048727476479276427559
France,21137.960704029,11.39076972994549362949432729,32.971253743,11.39076973091505452965934237
Germany,41485.098843596,15.60238510146750475716733594,50.457164881,15.60238509969070828599862059
Greece,8320.1500267851,12.94444218433596274974659600,74.80041066199999,12.94444218531328992052140785
Iceland,21.238254435064,1.868082916347356155583776544,6.700202415,1.868082916110362339802802716
Ireland,557.97081818419,3.154085650423610356302269682,12.15650487,3.154085649988272145699678407
Israel,2201.3442418333,14.43913677389176544991064263,28.507260743999996,14.43913677745250371190537786
Italy,29482.223696414,10.92076898444943568841821737,47.645927525000005,10.92076898582283673897949680
Luxembourg,187.66130355772,8.470777395177428627347564645,34.936502133000005,8.470777395047530953432725457
Malta,158.94675335622,10.25800885915741094442783597,37.083225075,10.25800886013450362428622442
Netherlands,7428.1903664304,12.67839686350858591178200006,43.813936739,12.67839686434104796290005542
Norway,336.66376385268,3.644899368618190724619425788,6.632739518,3.644899368341719254711978410
Portugal,3281.5511676904,6.436292335653040352426195372,30.701343339,6.436292335157105340189870333
Spain,14688.668395946,8.801686862414589866694631056,30.993362577,8.801686863240811074705665938
Sweden,1328.6839874858,4.008318884575678151601800467,13.858774922,4.008318884833343061355495744
Switzerland,3016.1266208019,11.47334568995290789997480246,37.294870009,11.47334569303434336489042202
United Kingdom,19802.656514267,10.38819808389571566074227171,31.068629596,10.38819808440894985167436314
Southern Latin America,14127.631247905,7.489202783375727544695250867,22.609237085,7.489202783919315309566377632
Argentina,9459.7868046507,6.010095191297089819089988152,22.818939276000002,6.010095191580188894286202662
Chile,4309.176595379,7.783797049457007319944894829,24.460081617,7.783797048249279587642768387
Uruguay,357.64971049335,3.749829304098189591380431122,10.488197012,3.749829304097539848849794289
High-income North America,100526.06332147,7.906751285326760490633987216,28.442327693,7.906751285221817588976617873
Canada,9466.4673320295,10.16863660255819572710678993,26.726684715,10.16863660310523420725297977
United States,91045.063051397,7.436632127029778467888632584,28.634633647999998,7.436632128148808414386537883
Latin America and Caribbean,161873.4948623,10.85287248253700193205924210,29.196446123,10.85287247994305714574888687
Caribbean,20090.401861623,9.593524981262798949904834925,45.205550783,9.593524982208238943020727754
Antigua and Barbuda,24.415936114262,5.387731650074225101738839235,27.112807951,5.387731649632633177553737976
The Bahamas,126.48376905713,4.534296478552242851334604917,33.550706436,4.534296478751511799024228476
Barbados,94.424315055974,6.250296780719517191769204603,33.191403011,6.250296780932734445432017175
Belize,42.296799092595,3.737493063872369183802093232,12.782428075,3.737493063314921765330153371
Cuba,3051.8411204778,5.034150095962759226416148789,27.051592693000003,5.034150095829107837607924249
Dominica,25.296369908865,5.256677581914845770507235205,35.999917089,5.256677582110769145015998227
Dominican Republic,3828.0090937575,5.009276835456959661288279849,36.787691812,5.009276835756199864156867472
Grenada,39.610168154786,8.702077168428052083678281907,37.350969937,8.702077167338844792476079102
Guyana,176.7144199138,4.232987908998330986134150245,22.200848787,4.232987909030136091236525087
Haiti,7877.6207114235,6.927289054159581128303313360,76.489258396,6.927289054231056483089906825
Jamaica,746.22560845549,4.812832081802872491485295482,26.733649611,4.812832081923672019099666421
Saint Lucia,68.613202599893,5.179939381170967724146918810,37.616104624,5.179939381495592329279990151
Saint Vincent and the Grenadines,35.665635532635,5.970033144603085668251899834,32.540096168,5.970033145027033448410965634
Suriname,183.88749706888,5.201451839976265575292295922,34.108674645,5.201451840298702631286586790
Trinidad and Tobago,298.4497229762,6.971663313066340114780840032,22.231485742,6.971663314389375672895377287
Andean Latin America,15197.350660429,7.601660815647039331489555122,26.744533039000004,7.601660815579391785242159251
Bolivia,2667.3121161661,4.000584406578052730978653918,24.961055407,4.000584406656500449181371901
Ecuador,3156.4056315797,6.853889567679807121196049389,20.061938151,6.853889566784461607381835629
Peru,9373.632912683,6.213922916944780782906786842,30.82930825,6.213922917409058681190299715
Central Latin America,61330.022093483,10.60427575166453477809074990,24.944541428999997,10.60427574987650555589039650
Colombia,14635.565874033,5.322528041511173364774190043,30.280359282,5.322528041859767497465515342
Costa Rica,628.85835018772,6.378974082613283686197277306,12.908308489,6.378974080003229152943446655
El Salvador,2182.4526497875,5.551893073783451010062649968,34.39877943,5.551893073789925104114209284
Guatemala,5545.9091309857,4.881268958312159557034828380,35.819926349,4.881268957897254637626655696
Honduras,4012.6785913261,4.040934546456590854193278046,49.496623447,4.040934546411306907370251351
Mexico,26484.357367838,11.34933268752025816807034398,21.643371307,11.34933268888254247950150244
Nicaragua,1578.4921254242,3.935835262528233734734832118,25.971066533,3.935835262611686838458735873
Panama,523.99434248299,3.272139614376544161866803528,13.556186396000001,3.272139614486464707803481827
Venezuela,5737.7136614179,11.54003112579565403006910514,18.864344299,11.54003112745457630047499153
Tropical Latin America,65255.720246769,6.867585348824054357985114281,31.479368905,6.867585349032095022316736887
Brazil,62246.143055,6.595843133099296958705506320,31.048049860000003,6.595843132981908193981479101
Paraguay,3009.5771917693,5.298783245126860562504012830,44.170633368000004,5.298783245326636047844253032
North Africa and Middle East,180423.19751988,15.76705702192648005919132778,35.54859342,15.76705702544971734509272988
North Africa and Middle East,180423.19751988,15.76705702192648005919132778,35.54859342,15.76705702544971734509272988
Algeria,7845.0503610613,8.713311195888950937846637305,20.017437297,8.713311195816615519685315348
Bahrain,187.68581204866,5.427399040971102582506270255,14.144846504999999,5.427399040266355871892069483
Egypt,39117.52984801,9.891750503046462536348983081,47.663116805,9.891750502872291516735084004
Iran,21679.84860038,7.181238606179923730992372680,28.001691170999997,7.181238605346530330700271275
Iraq,10371.76335569,4.998593910335384236063255541,30.707056201,4.998593910331538674086387347
Jordan,1055.1386155525,7.410401082695887632188110576,14.542233109999998,7.410401082828653457487121122
Kuwait,547.15746475009,11.55043653060140038112472877,16.259170076,11.55043653323868280873566846
Lebanon,1815.823560794,6.689277142456898566616584250,37.775584001999995,6.689277142600033688358617846
Libya,1955.6857055634,5.692532629256868402635136275,31.532798401,5.692532629542344567510135586
Morocco,7034.4366366326,5.895198292549139799907374362,21.32309544,5.895198292933387295062026241
Palestine,1006.4917778515,4.825512164893548587798985310,23.229842391,4.825512164380871727342400139
Oman,655.15434827947,5.083602098664879853304725955,18.08641596,5.083602097596866252139677238
Qatar,109.74430678472,6.647791340352199248827677403,5.079461011,6.647791337055334566765590278
Saudi Arabia,6284.8691591835,7.487310911301312012134241206,21.903714802,7.487310911506780551318110944
Syria,6803.7001167522,5.961877422608340265718487988,31.07583361,5.961877422127474448306114682
Tunisia,3791.6245887354,5.418734018610489868034320355,34.473646290000005,5.418734018842124890580878590
Turkey,28880.756345659,6.456048546337836303783584618,38.576859409,6.456048547090090833953505019
United Arab Emirates,899.67241770818,3.744674250129354893902320113,9.657408719,3.744674250387369126696820327
Yemen,13442.471460112,2.612629687151309193227273819,54.949390373,2.612629687201113571401833263
South Asia,1777008.7255511,7.650278853152739425502185428,107.660170862,7.650278852790101904523698786
South Asia,1777008.7255511,7.650278853152739425502185428,107.660170862,7.650278852790101904523698786
Afghanistan,40272.730102687,4.792330743189217688734308031,131.670482646,4.792330743233561999219578624
Bangladesh,154898.33120973,3.726571228388191335593762335,98.919229148,3.726571228379788976791326167
Bhutan,472.66420684534,3.024636106709536182470456874,62.734866445,3.024636106712552752865491976
India,1403136.0672084,6.728168543123845393446298053,112.01903021900002,6.728168543220375309610870445
Nepal,22037.747736099,5.882202508991772580555066449,79.21881692000001,5.882202509093580572272818820
Pakistan,156191.18508736,5.436429965950912337427290833,85.708251815,5.436429966079676318451785471
Sub-Saharan Africa,579127.9007117,9.808330127640773295885823507,64.232807818,9.808330127726462626380707240
Central Sub-Saharan Africa,86696.766844824,6.852951170078971906012955875,85.55276796199999,6.852951170231881884531398398
Angola,14285.604487682,4.099237132984161765405891266,65.71486389399999,4.099237132890951906823751463
Central African Republic,5160.5113805582,5.504705891582377326434175250,111.49117846600001,5.504705891626669911716367443
Congo,3392.7148326253,5.684350593843955664965213680,75.933551534,5.684350593641410936664839038
Democratic Republic of the Congo,62411.727261743,5.759434480311396357677505050,91.688259112,5.759434480249103802692936418
Equatorial Guinea,596.51887862885,3.583689911758104647013575156,78.448425929,3.583689911802210064662639057
Gabon,849.69000358613,5.376912914318128402413351402,50.821889131000006,5.376912914247723105570495456
Eastern Sub-Saharan Africa,222002.57376751,7.088808617265847036209311531,61.905869101,7.088808617247628463210858074
Burundi,7316.7228447511,5.282763255346042688921285581,71.47261975400001,5.282763255323744431583086186
Comoros,386.51441034793,3.972469920512507766188498424,52.236151500000005,3.972469920598385399869388540
Djibouti,358.78448853743,3.698859295373893765748229170,40.933895747,3.698859295291763596216848042
Eritrea,3221.969898571,4.501424513888656285756235116,50.950655905000005,4.501424513771923717486579040
Ethiopia,71017.790980235,5.274481742048673637164799260,75.51395457299999,5.274481742138153778624034894
Kenya,18237.008530461,5.066297521803874958883462400,40.98465331,5.066297522002029071731837289
Madagascar,18717.793938791,4.305585613884671930352522144,81.741257424,4.305585613906800969554779063
Malawi,10183.559086645,5.442771758733444663557217597,62.074461714,5.442771758647761784799736589
Mauritius,359.084714889,7.791801602381451085046684664,28.856239992000003,7.791801602153239727202412869
Mozambique,12525.452519392,5.677154816028617010213340041,48.273115962000006,5.677154815772581088950971592
Rwanda,6410.2612538653,5.949262173382941052563421009,54.375773374000005,5.949262173272653768977051856
Seychelles,4.125375953322,1.585359695490470482923206008,4.4037966829999995,1.585359695605179703957980146
Somalia,8600.0594989808,3.346075973311292972379346621,81.593652843,3.346075973350659630271714125
Tanzania,25370.378174177,4.830754767846099624561554714,51.501264819,4.830754768110181220461773341
Uganda,20657.878737568,6.125997843073427344977643405,54.873318166000004,6.125997843018666296066911291
Zambia,8549.4297334534,5.520103856921301121027033893,58.63131259000001,5.520103857094817833989865098
Southern Sub-Saharan Africa,31250.474066967,7.158074213286482361291677527,41.737750896,7.158074213024648275082109911
Botswana,391.39954804905,3.185758615064682928166845768,19.337209772,3.185758614966024020903577893
Lesotho,1650.4345922043,5.245579385676598097595315087,79.730770108,5.245579385673148191736858967
Namibia,1103.8942310427,4.411963821243241196980677421,47.881048328,4.411963821234728188110728909
South Africa,19801.76243633,5.626807735150730017486507600,37.296571005,5.626807735365920247016553758
Swaziland,912.12053850512,5.934076796680820835958247600,72.892667934,5.934076796716808619824469301
Zimbabwe,7390.8627208358,4.694191126230278304863032443,52.306956940000006,4.694191126153449228540525614
Western Sub-Saharan Africa,239178.08603239,7.621366341270575476275472474,65.209534022,7.621366341655327540716611411
Benin,6349.6085527164,6.499930871373537254801532174,61.346856205,6.499930871573374313280341478
Burkina Faso,10409.879306056,5.641003947265241016857598956,61.211345544000004,5.641003947261728206950480219
Cameroon,16392.076326052,5.925210196869826644245091503,73.443340843,5.925210196753760950453049869
Cape Verde,269.04958718511,4.002497091354725445382084785,53.731838907000004,4.002497091244563974926290814
Chad,11067.394769703,4.576833661800161081771903840,86.062633616,4.576833661740455023019078234
Cote d'Ivoire,16263.819786181,5.950117282652074566307767384,79.903581022,5.950117282572941440144952994
The Gambia,1203.3393524258,3.417086558758675342455031437,64.77199068,3.417086558810013845391316334
Ghana,17524.224730859,4.841384230131396512081690465,67.621285855,4.841384230261271794336421588
Guinea,10147.453673639,5.810237105627134747435996656,86.375434268,5.810237105562926279717120019
Guinea-Bissau,1836.9057063224,3.929650213296214323325812246,107.756953614,3.929650213239121527477442567
Liberia,2984.8625255922,6.102768194146683072715581030,69.631573144,6.102768194471449523338169186
Mali,14056.643506284,5.759908001151064311615269126,91.675401326,5.759908000944319698528603289
Mauritania,2559.0009399316,5.337268951160861227482309108,65.479385401,5.337268951192638421551606945
Niger,13608.751046298,5.493983603130896397372996791,76.430368639,5.493983603335982986211448823
Nigeria,97247.951557495,4.839633302631027166653682853,56.041139102,4.839633302683308140194666299
Sao Tome and Principe,97.062244583636,3.665877139617452899500246364,50.174819747,3.665877139541846018971622752
Senegal,7747.2899254769,6.472278356099970327810998621,54.747528083999995,6.472278355763044569066271738
Sierra Leone,5284.4061336371,5.488788515041275683044316862,86.16260653500001,5.488788515224120736048942210
Togo,4123.0768364746,5.861901181802815210057076675,60.430403956,5.861901181651398083240367408
East Asia & Pacific,2217079.7585366,10.61225018305486568195540131,97.45368134399999,10.61225018310706181515075666
Europe & Central Asia,501500.14368502,23.44896754160969736647178950,55.563096727,23.44896753986969198259543138
Latin America and Caribbean,172489.65031264,10.99663114991494209439345917,28.213658245,10.99663115055551043402888901
Sub-Saharan Africa,605428.85822285,10.09135648742109900416201566,150.261812501,10.09135648765770676263289714
Middle East & North Africa,127322.92361962,16.29431210128011680741741864,7.614093663,16.29431210953597798279025941
South Asia,1796725.5200778,7.719772095255606051676595276,191.401060267,7.719772095262833692109064839
Hong Kong Special Administrative Region of China,9234.8222605084,6.148747409779276107065177808,127.901912138,6.148747409718489990412232281
Macao Special Administrative Region of China,358.98525292378,3.889805060381221844126501150,63.520556488,3.889805060437670288797788810
Northern Ireland,359.05302663623,3.435793078148163221564120117,19.720281732,3.435793078206972942717414575
Scotland,1249.7926688274,4.954947596532102935365182766,23.589973172,4.954947596470284979010023092
South Sudan,9965.9508644103,4.893698288495597991639675176,88.487550787,4.893698288581866018169938285
WB region,5420546.8544546,12.91927289743072110605204147,79.681169637,12.91927289882473387440806084
WHO region,5503352.5151972,13.20733153249844813427024830,77.20211324399999,13.20733153407689057042065090
Anhui,84737.562786035,7.402365167138916428684220332,140.168311205,7.402365167363695127905050296
Beijing,14176.170730668,7.966685974220649217182010442,63.477354918,7.966685973959035271477921091
Chongqing,48857.274930892,5.192164467798624118401720272,171.009878405,5.192164467781968399474118518
Fujian,25342.936143583,7.435613509440020418539380043,66.000182584,7.435613509589383297989485316
Gansu,32370.907152426,5.976954544206660853852199701,124.14012653600001,5.976954544176343684522021761
Guangdong,68666.990580072,7.488578642952167520281424927,60.695403425,7.488578642776888499569340744
Guangxi,67432.998443656,7.026360775454433746690490070,139.989761459,7.026360775483041466106099266
Guizhou,57815.986048948,4.766349826310537283825984811,162.27362083699998,4.766349826215615935888820748
Hainan,7115.897825354,5.156446083058899844092615215,76.551869979,5.156446083034919187177469612
Hebei,98719.567905217,7.384794624700007251164123529,131.185508427,7.384794624714925501069292557
Heilongjiang,50305.609368287,5.461772780541896574016718024,128.095181148,5.461772780398760454472271619
Henan,136873.05793501,7.813849747533895213775320653,141.268562562,7.813849747684067648430276802
Hubei,69178.768427695,6.719163584326774858229400597,120.764431284,6.719163584242741647067380929
Hunan,91333.537105222,6.782403259207909491060212355,135.022605938,6.782403259061754348833970543
Inner Mongolia,32350.114892416,6.484647814029589136768733292,126.783823313,6.484647814095146541917087164
Jiangsu,75565.292234127,8.034175005377602929576098830,93.43721023500001,8.034175005804684585567775125
Jiangxi,44812.211304465,7.120137465573563472280264795,95.365922887,7.120137465526030812146212504
Jilin,34311.891774504,5.196003018596535005326670285,123.126017855,5.196003018576593890174184077
Liaoning,64858.521387197,7.303401334193868428105124449,145.036526365,7.303401334280590104285515041
Ningxia,5042.0437418093,5.262914968700212506424133104,74.851735365,5.262914968947168611031444679
Qinghai,6287.4822055661,5.012632036998129155080811989,104.191416693,5.012632037100887744042519658
Shaanxi,42537.422567857,5.871040943563936947740596387,110.862017831,5.871040943584490733626335946
Shandong,143087.79701313,7.791405322361293890392458200,144.390008101,7.791405321981695765228216844
Shanghai,12602.625256495,7.322723540868090708764369792,48.467523136000004,7.322723541570021946234030148
Shanxi,38566.695274001,5.219467212107215090046479672,103.400334392,5.219467212208824793918328738
Sichuan,141227.85439432,5.859925177098775078719908533,175.788335445,5.859925177191393713524474886
Tianjin,10446.949773882,6.017739182541104599456194227,72.953591757,6.017739182563804687854407847
Tibet,1380.7286307859,4.919619185200472149661713232,42.281323814,4.919619184984382005784580320
Xinjiang,26507.792319293,6.423354426706278190362612426,112.733951284,6.423354426580912167390980720
Yunnan,48919.929043745,5.538375269248255136118123592,101.454280113,5.538375269265127863889825929
Zhejiang,34137.577033722,7.673987626950373943052193308,59.129703844999995,7.673987626878758551119596399
Sudan,26784.840241659,5.647000734752526605801494427,70.084356031,5.647000735151012583230629284
North East England,620.82140611799,4.083680054809914177604943472,23.940065218,4.083680054963768396260712159
North West England,2639.6528817153,9.956646371544840230103660657,37.337099764,9.956646371377593020310182181
Yorkshire and the Humber,1609.0300043812,7.559126138196074857145514978,30.289567996,7.559126138929205432347951869
East Midlands,1559.3124801088,10.69676050060978884184475355,34.114198437999995,10.69676050291878354099446688
West Midlands,1921.1840843037,10.81925774571882932004009992,34.058912072999995,10.81925774508377716587935451
East of England,2127.6371720776,10.65647434321536567564648764,35.959324218,10.65647434469880018589804282
Greater London,2233.1141757534,11.79914224681171182067593998,26.720306248,11.79914224477880902085256305
South East England,2846.6398707844,10.72163882196411919362013384,32.555174256,10.72163882225916100593733548
South West England,1911.1766612249,10.13373068247117681266625736,35.73405755,10.13373068145173493388372578
Wales,725.24208233645,5.180107641831666169528566221,23.651445039,5.180107641456736586602067588
Aguascalientes,109.85739437974,4.669487227046575892045471558,8.824720775,4.669487226198182259844865350
Baja California,376.58464196198,8.337906376009579962315203783,9.847381504,8.337906377428090633939035381
Baja California Sur,48.72587946781,3.784536357001384164592025238,7.563805825999999,3.784536358025246933182529010
Campeche,144.65336910386,3.525586172281239946093358009,15.481831480999999,3.525586172285552085260401291
Coahuila,245.37026638636,3.766402171043213491231548765,8.280906421000001,3.766402170810456038275540683
Colima,116.50106949773,6.358077700861294277837989511,16.907086609,6.358077700504880190739849670
Chiapas,1503.9539938213,5.499182513194889471750895620,28.786957794,5.499182513046349199463866227
Chihuahua,392.70908702514,2.863735831241116437526525890,9.484538663999999,2.863735831452987655084956077
Distrito Federal,2373.7770258499,12.73291487959066682164206593,25.392353348999997,12.73291488378316530542064669
Durango,253.34088210736,3.653444507745473429689070981,14.914809726000001,3.653444507909369026447684921
Guanajuato,1251.067228317,6.693461757680402598515894130,21.903313259,6.693461758191196450142293741
Guerrero,1409.0838503766,4.701446008999336324857558815,39.620550465,4.701446009010421549507212685
Hidalgo,843.00210431693,5.579904780154534500998865395,31.189727660000003,5.579904780027410180811244285
Jalisco,1584.8498438586,7.573872807476460383010936594,20.573552845000002,7.573872808357573122310626375
México,3338.7625672282,8.441867402396014282174946360,19.150627852,8.441867405058198201529561651
Michoacán de Ocampo,1332.5540054529,5.322488071030374271086447583,28.913530042,5.322488070656385644044728124
Morelos,491.07495610329,7.375322420180786109655223578,24.771101067,7.375322419608518661468958651
Nayarit,156.04497992793,3.401069618128939105131726850,14.010775328,3.401069617596269550509623548
Nuevo León,724.37056843428,8.169870326681491447366555502,14.379942037,8.169870326721663754824325743
Oaxaca,1506.1722941699,6.209049411366106232632630023,36.261215693,6.209049411699723462114919875
Puebla,1814.2897979042,5.786977096016282957059171055,28.488973344999998,5.786977095949357233034334240
Querétaro,372.45297356766,6.174458271972620824297655589,19.130498221,6.174458272029816069137253950
Quintana Roo,112.24746336482,3.009330903767600445650780641,7.51385329,3.009330903813089023695287783
San Luis Potosí,750.67339094216,4.946598266835645076499212192,28.3272905,4.946598266670405532735092725
Sinaloa,396.91452319696,3.654851206617053242002899370,12.656854916,3.654851206867532876813111556
Sonora,237.07514942848,3.191594680183397737290227262,8.003850176,3.191594679663445017577205326
Tabasco,547.226143766,5.313578001138557267484774381,22.74979298,5.313578001143679711302416624
Tamaulipas,351.18327689955,4.156411914319055679286482596,9.145171887,4.156411914581811193492121352
Tlaxcala,211.08008105106,7.062340643903397441969194849,16.435375994,7.062340643927228085722507762
Veracruz de Ignacio de la Llave,2866.1350548972,6.360027503882451016392074847,36.209024844,6.360027503459783031540466423
Yucatán,405.10906747423,3.016129076275596680146591766,19.044154402,3.016129076225170205353279217
Zacatecas,217.51443755937,4.119034444341183690372273473,14.300191003,4.119034444972670751518094155
European Union,231552.24325597,18.90822842771577744074754789,45.303984025,18.90822843227806082589915486
EU and EFTA,234926.27189506,18.80730492388991302122064245,44.783012686999996,18.80730492256066210572609895
Arab World,141613.19911497,12.78919187111364350759901142,38.196607461999996,12.78919187235274543984593394
Arab World - High Income,8684.2835087546,9.410748595943117465172913479,17.911626652,9.410748595696664669707833358
Arab World - Middle Income,107582.0848083,14.33510447464149077784999920,38.185418512999995,14.33510447636433388059410272
Arab World - Low Income,25346.83079791,3.543255064338730198342281427,62.54151062500001,3.543255064320844994207489644
England,17468.568736467,11.78284629280558199332680506,32.619007769,11.78284629478910395096203850
Commonwealth,2045263.9520809,8.329384052408883141068713342,89.637672617,8.329384052165850734398214849
Commonwealth High Income,33423.776887614,11.20294135984921737941419381,24.750087306999998,11.20294135849678436788825284
Commonwealth Middle Income,1758272.8995478,7.771109571319115172352802354,97.769501893,7.771109571583866499646494555
Commonwealth Low Income,253567.27564547,5.461512434049389759043201521,72.807595078,5.461512434128124299580905547
